,genre_ids,id,language,title,overview,popularity,release_date,vote_average,vote_count,release_month,release_year,genre
5262,"[14, 12, 28, 27, 878]",11253,en,Hellboy II: The Golden Army,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",4.9706,2008-07-11,6.759,5281,July,2008,Action+Adventure+Fantasy+Horror+Science Fiction
5263,"[80, 28, 18, 53, 37]",9333,en,Last Man Standing,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive.",4.9701,1996-09-20,6.359,905,September,1996,Action+Crime+Drama+Thriller+Western
5264,"[9648, 27]",591275,en,Fear Street: 1666,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",4.9398,2021-07-14,7.11,1761,July,2021,Horror+Mystery
5265,"[27, 28, 12]",522444,en,Black Water: Abyss,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",4.9676,2020-07-09,5.156,438,July,2020,Action+Adventure+Horror
5266,"[10749, 35]",1149791,ml,പ്രേമലു,"Sachin, a carefree graduate, crosses paths with Reenu, a spirited IT professional, in Hyderabad. As their friendship deepens, unspoken feelings, career ambitions and life choices challenge their bond.",4.9675,2024-02-09,7.7,39,February,2024,Comedy+Romance
5269,[35],999582,en,Babes,"After getting pregnant from a one-night stand, a single woman leans on her married best friend and mother of two to guide her through gestation and beyond.",4.9655,2024-05-17,5.929,63,May,2024,Comedy
5271,"[35, 18]",20829,en,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",4.9642,2009-07-30,5.885,1325,July,2009,Comedy+Drama
5273,"[28, 80, 53]",557946,en,Last Looks,"A disgraced ex-cop seeks solace by moving to the woods, but his quiet life comes to an end when a private eye recruits him to investigate the murder of an eccentric TV star's wife.",4.6764,2022-01-27,5.8,307,January,2022,Action+Crime+Thriller
5274,"[53, 28, 12, 80, 18]",8978,en,Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",4.9632,2005-01-19,6.17,1112,January,2005,Action+Adventure+Crime+Drama+Thriller
5275,"[16, 878]",492719,ja,GODZILLA 決戦機動増殖都市,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",4.9627,2018-05-18,6.553,365,May,2018,Animation+Science Fiction
5276,[18],392982,en,Marshall,"Thurgood Marshall, the first African-American Supreme Court Justice, battles through one of his career-defining cases.",4.8957,2017-10-13,7.253,627,October,2017,Drama
5277,"[27, 53, 28, 9648]",899445,en,Deep Fear,A solo trip aboard a yacht takes a terrifying turn when a woman encounters three drug traffickers clinging to the shattered remains of a boat. They soon force her to dive into shark-infested waters to retrieve kilos of cocaine from the sunken wreck.,4.5851,2023-10-18,5.346,198,October,2023,Action+Horror+Mystery+Thriller
5278,"[35, 10402]",8873,en,Wayne's World 2,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornée.",4.962,1993-12-10,6.095,1075,December,1993,Comedy+Music
5279,"[28, 16, 80, 53]",69735,en,Batman: Year One,A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.,4.9616,2011-09-27,7.251,980,September,2011,Action+Animation+Crime+Thriller
5280,"[12, 28, 16, 18, 14, 878]",212153,ja,劇場版 ペルソナ3 第1章 Spring of Birth,"In the spring, male student Makoto Yuki transfers to Gekkoukan High School. However, as he heads to his new dormitory, listening to the music on his headphones, he is stopped. More precisely, time has stopped, and the people who were around him turn into coffins. Makoto learns that this period of time hidden between the minute of midnight is called the Dark Hour, a time when monsters called Shadows appear. Suddenly made the leader of his fellow classmates Yukari and Junpei by his upperclassmen Mitsuru and Akihiko, Makoto must learn empathy, his connection to his comrades, and the meaning of death. With the power of his Evoker aimed at his head, Makoto fights against the Shadows threatening to attack his world from the mysterious tower of Tartarus.",4.9395,2013-11-23,7.274,62,November,2013,Action+Adventure+Animation+Drama+Fantasy+Science Fiction
5285,"[10402, 99]",44825,en,Live Aid,"Live Aid was held on 13 July 1985, simultaneously in Wembley Stadium in London, England, and the John F. Kennedy Stadium in Philadelphia, United States. It was one of the largest scale satellite link-ups and television broadcasts of all time: watched live by an estimated global audience of 1.9 billion, across 150 nations. ""It's twelve noon in London, seven AM in Philadelphia, and around the world it's time for Live Aid...!""",4.9374,1985-07-13,7.9,49,July,1985,Documentary+Music
5286,"[16, 18]",461763,ja,ハイキュー!! コンセプトの戦い,Recap film focusing primarily on the match against Shiratorizawa from the third season.,4.9372,2017-09-29,8.1,71,September,2017,Animation+Drama
5287,"[37, 18, 35]",440161,en,The Sisters Brothers,"Oregon, 1851. Hermann Kermit Warm, a chemist and aspiring gold prospector, keeps a profitable secret that the Commodore wants to know, so he sends the Sisters brothers, two notorious assassins, to capture him on his way to California.",4.9372,2018-09-19,6.829,1950,September,2018,Comedy+Drama+Western
5290,"[27, 53]",714567,ru,Я иду играть,"Rebellious schoolgirl Dana grieves for her younger sister, a once-happy kid who suddenly stepped in front of a train. Desperate to learn what happened, she explores her sister's online history, discovering a sinister social-media game.",4.936,2024-01-11,6.283,83,January,2024,Horror+Thriller
5292,"[53, 80]",1238358,en,The Bad Shepherd,"In remote wilderness, a group of friends who stumble upon a duffle bag full of cash after accidentally killing an unknown woman with their car. In attempt to keep the money to themselves, they decided to hide the body. However, this leads them to a much more bigger problem when the mysterious owner of the bag comes looking for them.",4.934,2024-02-23,5.8,26,February,2024,Crime+Thriller
5293,"[35, 10749, 18]",8986,en,Milk Money,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",4.9337,1994-08-31,6.362,282,August,1994,Comedy+Drama+Romance
5294,"[28, 35, 10752]",6415,en,Three Kings,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",4.9336,1999-09-27,6.652,2106,September,1999,Action+Comedy+War
5296,"[10751, 35]",34672,en,Chestnut: Hero of Central Park,"Ray and Sal, two orphaned sisters, adopt and hide a Great Dane puppy from their two adopted parents living in a luxury downtown New York apartment that expressely forbids dogs.",4.9305,2004-10-21,7.2,214,October,2004,Comedy+Family
5299,"[16, 10751, 9648, 35, 37]",427564,en,Scooby-Doo! Shaggy's Showdown,"When the Scooby gang visits a dude ranch, they discover that it and the nearby town have been haunted by a ghostly cowboy, Dapper Jack, who fires real fire from his fire irons. The mystery only deepens when it’s discovered that the ghost is also the long lost relative of Shaggy Rogers!",4.9296,2017-02-14,7.836,183,February,2017,Animation+Comedy+Family+Mystery+Western
5300,[53],1361292,en,Cellar Door,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",4.4465,2024-10-31,6.126,91,October,2024,Thriller
5301,"[28, 10752]",340945,en,USS Indianapolis: Men of Courage,"The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.",5.1837,2016-09-22,5.89,616,September,2016,Action+War
5302,"[28, 878, 12]",338762,en,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",5.2663,2020-03-05,6.706,5027,March,2020,Action+Adventure+Science Fiction
5303,"[16, 35, 10751, 27]",1150394,es,La Leyenda de los Chaneques,"Five years after giving up his powers and separating from his friends, Leo San Juan has started a new life trying to focus on his family and their bakery, staying away from danger and adventures. However, Leo knows that his plans are rarely fulfilled and this time is no exception: while traveling with Nando to Veracruz, things start to get weird, and from the depths of the Tuxtlas jungle, an ancient curse has returned and only Leo can face it.",4.8869,2023-07-14,8.366,235,July,2023,Animation+Comedy+Family+Horror
5304,"[80, 18, 9648]",110202,en,La casa de las mil muñecas,"When a vacationing couple in Tangiers runs into an old friend there, they discover that he is searching for his missing girlfriend who has been kidnapped by an international gang of white slavers.",4.7267,1967-11-08,5.2,16,November,1967,Crime+Drama+Mystery
5305,"[10752, 18]",22377,en,The Green Berets,Col. Mike Kirby picks two teams of crack Green Berets for two missions in South Vietnam. The first is to strengthen a camp that is trying to be taken by the enemy. The second is to kidnap a North Vietnamese General.,3.5809,1968-07-04,5.7,174,July,1968,Drama+War
5306,[18],4561,fr,Histoire d'O,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",4.8717,1975-08-27,5.6,159,August,1975,Drama
5307,"[878, 12, 28, 35]",531306,en,Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",5.2416,2019-05-24,5.956,971,May,2019,Action+Adventure+Comedy+Science Fiction
5308,"[16, 18, 28, 878]",431803,ja,甲鉄城のカバネリ 総集編｛後編｝燃える命,"In the midst of an industrial revolution, the people of Hinomoto fight hordes of undead creatures, known as Kabane, using powerful armored trains. (Compilation film of the second half of the original TV series.)",5.0523,2017-01-07,7.6,25,January,2017,Action+Animation+Drama+Science Fiction
5309,"[28, 80, 53]",2749,en,15 Minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",5.4233,2001-03-01,5.925,742,March,2001,Action+Crime+Thriller
5311,"[36, 18]",369972,en,First Man,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",4.6378,2018-10-10,7.04,5355,October,2018,Drama+History
5312,"[18, 10749]",4958,en,The Legend of Bagger Vance,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",5.1608,2000-11-02,6.583,914,November,2000,Drama+Romance
5313,[28],436356,ja,HiGH&LOW THE MOVIE,"Chiku is a devastated and dangerous town with 5 gangs fighting fiercely. Mugen and the Amamiya Brothers clashed, leading to Mugen disbanding.",5.0052,2016-07-16,6.3,19,July,2016,Action
5314,"[35, 16, 10751]",227973,en,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",4.0898,2015-11-05,6.9,1678,November,2015,Animation+Comedy+Family
5315,"[28, 12, 16, 27]",31967,en,Dante's Inferno: An Animated Epic,"Dante journeys through the nine circles of Hell -- limbo, lust, gluttony, greed, anger, heresy, violence, fraud and treachery -- in search of his true love, Beatrice. An animated version of the video game of the same name.",4.5989,2010-02-09,6.951,526,February,2010,Action+Adventure+Animation+Horror
5317,"[28, 18, 9648, 53, 80]",9415,en,Murder at 1600,"A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.",5.1441,1997-04-18,6.1,542,April,1997,Action+Crime+Drama+Mystery+Thriller
5319,"[10752, 28, 36, 53]",339259,en,The Man with the Iron Heart,"With the Third Reich at its peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhard Heydrich, head of the Reich Security Main Office, the Gestapo and the architect of the Final Solution.",4.7571,2017-05-25,6.561,781,May,2017,Action+History+Thriller+War
5320,"[18, 10749]",41003,en,White Palace,"Max Baron is a Jewish advertising executive in his 20s who's still getting over the death of his wife. Nora Baker is a 40-something diner waitress who enjoys the wilder side of life. Mismatched or not, their attraction is instant and smoldering. With time, however, their class and age differences become an obstacle in their relationship, especially since Max can't keep Nora a secret from his Jewish friends and upper-crust associates forever.",5.5632,1990-10-19,6.1,143,October,1990,Drama+Romance
5321,[53],4170,en,Trade,"A Texas cop, whose own daughter might have been forced into sexual slavery, joins forces with a Mexican youth to find the boy's sister, who was abducted and forced into prostitution. Meanwhile, a Polish woman who was promised a better life in America also becomes a victim.",4.7989,2007-01-23,6.997,287,January,2007,Thriller
5322,"[18, 10749]",47002,ja,ラブレター,"Hiroko attends the memorial service of her fiancé, Itsuki Fujii, who died in a mountain-climbing incident. Although Itsuki's mother says that their old house is gone, Hiroko records the address listed under his name in his yearbook and sends him a letter. Surprisingly, she receives a reply, and discovers it came from his old classmate, a girl who also happens to also be called Itsuki Fujii.",5.0467,1995-03-25,7.8,221,March,1995,Drama+Romance
5323,"[16, 35, 10751]",65759,en,Happy Feet Two,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters the Mighty Sven — a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to bring together the penguin nations and their allies to set things right.",5.4924,2011-11-17,6.178,1635,November,2011,Animation+Comedy+Family
5324,[35],472815,en,Buddy Games,"After six lifelong friends have a five-year falling out, “The Bobfather”, reunites his pals for the Buddy Games, an insane competition of absurd physical and mental challenges with the chance to win a $150,000 pot. Now all bets are off, as the determined dudes' fight, claw, and party for the big bucks.",4.3763,2019-11-18,5.3,224,November,2019,Comedy
5325,"[12, 14, 10751]",611014,uk,Фокстер і Макс,"The twelve-year-old schoolboy Max escapes from the house and hides under the bridge. There he finds a spray can of nano-paints, and draw a graffiti of a dog. Unexpectedly painted graffiti comes alive and turns into dog-nanorobot with super powers. And now both of them are hunted by a dangerous criminal who will not stop at anything in order to seize this powerful technology. Guy Max falls into a whirlpool of adventure, through which he finds true friends.",5.0154,2019-09-19,7.2,108,September,2019,Adventure+Family+Fantasy
5326,"[10749, 18]",1308821,tl,Unang Tikim,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",4.4474,2024-08-07,5.0,3,August,2024,Drama+Romance
5327,[27],631060,en,Things Heard & Seen,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",5.2864,2021-04-29,5.723,980,April,2021,Horror
5328,"[27, 9648]",9656,en,Black Christmas,"As the residents of sorority house Pi Kappa Sigma prepare for the festive season, a stranger begins a series of obscene phone calls with dubious intentions...",5.6368,2006-12-15,5.154,565,December,2006,Horror+Mystery
5329,"[16, 28, 12, 18, 14, 10749]",968868,ja,劇場版 美少女戦士セーラームーンCosmos 前編,"The Sailor Guardians enjoy a brief moment of peace until Mamoru's Golden Crystal is stolen by Sailor Galaxia and the mysterious Sailor Starlights appear. One by one, Sailor Moon’s friends and loved ones are targeted by a formidable new enemy who threatens to destroy everything and rule over the cosmos.",5.1428,2023-06-09,7.3,58,June,2023,Action+Adventure+Animation+Drama+Fantasy+Romance
5330,[99],490003,en,Won't You Be My Neighbor?,"For more than thirty years, and through his television program, Fred Rogers (1928-2003), host, producer, writer and pianist, accompanied by his puppets and his many friends, spoke directly to young children about some of life's most important issues.",4.3915,2018-06-29,8.012,550,June,2018,Documentary
5332,[18],9589,de,Christiane F. - Wir Kinder vom Bahnhof Zoo,"This movie portrays the drug scene in Berlin in the 70s, following tape recordings of Christiane F. 14 years old Christiane lives with her mother and little sister in a typical multi-storey apartment building in Berlin. She's fascinated by the 'Sound', a new disco with most modern equipment. Although she's legally too young, she asks a friend to take her. There she meets Detlef, who's in a clique where everybody's on drugs. Step by step she gets drawn deeper into the scene.",4.6005,1981-04-02,7.3,1356,April,1981,Drama
5333,"[80, 18, 9648]",2768,en,American Gigolo,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",4.2953,1980-02-01,6.147,675,February,1980,Crime+Drama+Mystery
5336,[18],24226,en,The Verdict,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",5.5133,1982-12-08,7.443,656,December,1982,Drama
5337,"[10402, 99]",1397314,sv,Avicii - My Last Show,"On Aug. 28, 2016, Tim Bergling, better known as Avicii, graced the stage of the Ushuaïa nightclub in Ibiza for what would be his final performance.",3.5497,2024-12-30,7.397,29,December,2024,Documentary+Music
5338,"[16, 12, 10751, 14, 878]",70841,ja,映画ドラえもん のび太の恐竜2006,"After bringing a fossilized egg back to life with the Time Cloth, Nobita finds himself the owner of a baby dinosaur. Everything is fine until it grows up. Nobita and friends use Doraemon's time machine to return it back to its own time.",5.6529,2006-03-04,7.444,89,March,2006,Adventure+Animation+Family+Fantasy+Science Fiction
5339,[18],33997,en,Desert Flower,"The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",4.6126,2009-09-24,7.523,439,September,2009,Drama
5342,"[80, 53, 18]",4477,en,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",5.147,1997-03-13,6.2,1242,March,1997,Crime+Drama+Thriller
5343,"[28, 12, 36, 18]",42040,en,King David,This is a movie about the life of Israel's king David.,4.7594,1985-03-29,5.561,56,March,1985,Action+Adventure+Drama+History
5344,"[35, 18]",44564,en,The Dilemma,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",4.5991,2011-01-13,5.311,867,January,2011,Comedy+Drama
5345,"[18, 35, 10749]",284296,en,Top Five,"Though he began in stand-up comedy, Andre Allen hit the big-time as the star of a trilogy of action-comedies about a talking bear but now he wants to be taken seriously. His passion project about the Haitian Revolution, a movie called Uprize, was panned by the NY Times film critic. A couple days before the wedding to his reality star fiancée, he's forced to spend the day with Chelsea Brown, a profile writer for the New York Times. Unexpectedly, he opens up to her, and as they wind their way across New York, he tries to get back in touch with his comedic roots.",5.5386,2014-12-12,6.115,459,December,2014,Comedy+Drama+Romance
5346,"[28, 35, 80, 10749, 878, 53]",64348,cn,女機械人,"When evil inventor Ryuichi Yamamoto transfers his mind into that of a powerful cyborg, he becomes a murderer and rapist. But when one of his victims, Police officer Selina Lam becomes super robot Eve-R27, she teams up with android sidekick Ann and together they seek to bring the criminally insane scientist to justice.",12.2342,1991-05-31,5.8,35,May,1991,Action+Comedy+Crime+Romance+Science Fiction+Thriller
5347,"[28, 12, 9648, 878, 53]",9620,en,Paycheck,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.",5.013,2003-12-25,6.213,1849,December,2003,Action+Adventure+Mystery+Science Fiction+Thriller
5348,"[12, 16, 18, 10751]",10948,en,The Fox and the Hound,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",4.1748,1981-07-10,7.137,3292,July,1981,Adventure+Animation+Drama+Family
5349,[18],10309,de,Händler der vier Jahreszeiten,"Hans is a street fruit peddler and born-loser. His choice of career upsets his bourgeois family, causing him to turn to drinking and violence. After recovering from a debilitating heart attack, his business finally begins to take off. However the more he becomes a credit to his family, the more depressed he becomes.",4.1877,1972-03-10,6.7,71,March,1972,Drama
5350,"[18, 10749]",523781,en,Words on Bathroom Walls,"Diagnosed with a mental illness halfway through his senior year of high school, a witty, introspective teen struggles to keep it a secret while falling in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",4.4364,2020-08-21,7.789,624,August,2020,Drama+Romance
5351,"[28, 53, 9648]",225574,en,Non-Stop,"Bill Marks is a Federal Air Marshall for whom every day is the same until this one. On this plane ride, he starts receiving text messages from someone claiming to be on the flight and threatening to kill passengers. In a race against the clock, he must identify and stop the killer to save everyone on board.",4.9827,2014-02-26,6.807,5434,February,2014,Action+Mystery+Thriller
5352,[35],318917,de,Er ist wieder da,"When Adolf Hitler reawakens at the site of his former bunker in present-day Berlin, he is mistaken for a comedian and quickly becomes a media phenomenon.",5.1554,2015-10-08,6.775,1817,October,2015,Comedy
5353,"[35, 18]",443009,en,"Don't Worry, He Won't Get Far on Foot","On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",4.8331,2018-04-04,6.7,696,April,2018,Comedy+Drama
5354,"[16, 35, 14, 10749]",997086,ja,劇場版 乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…,"Catarina Claes meets a mysterious boy while visiting the circus caravan coming from the country of Mutrac, which leads to an unprecedented event for her.",4.5454,2023-12-08,7.6,6,December,2023,Animation+Comedy+Fantasy+Romance
5355,[99],416148,fr,Rocco,"Rocco Siffredi is to pornography what Mike Tyson is to boxing or Mick Jagger is to rock’n’roll: a living legend. His mother wanted him to be a priest; with her blessing he became a hardcore performer, devoting his life to one God only: Desire. Rocco Siffredi reveals all, even if it sometimes means busting his own myth: his true story, beginnings, career, wife and children… and the ultimate revelation that will change his life forever.",4.5428,2016-11-30,5.6,176,November,2016,Documentary
5356,"[14, 27, 28, 53]",36586,en,Blade II,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",4.954,2002-03-22,6.554,4824,March,2002,Action+Fantasy+Horror+Thriller
5357,"[16, 18, 12, 878, 10749, 28]",843269,ja,EUREKA／交響詩篇エウレカセブン ハイエボリューション,"A virtual world in a scab coral (coral-like information life form) created by Eureka. Ten years have passed since the people of the virtual world appeared on this earth with the collapse. As a result of this “great fusion”, human beings in the virtual world call themselves “Green Earth”, and human beings on the old Earth call themselves “Blue Earth”, and various collisions will be repeated under the surface of the water. And Dewey Novak, a high-ranking official of the Green Earth Army, raises up with his colleagues to protect their dignity and finally puts into action a large-scale terrorist program.",5.9121,2021-11-26,6.5,14,November,2021,Action+Adventure+Animation+Drama+Romance+Science Fiction
5358,"[27, 18, 53]",630392,en,The Cursed,"In the late 19th century, a brutal land baron slaughters a Roma clan, unleashing a curse on his family and village. In the days that follow, the townspeople are plagued by nightmares, the baron's son goes missing, and a boy is found murdered. The locals suspect a wild animal, but a visiting pathologist warns of a more sinister presence lurking in the woods.",4.6962,2021-07-28,6.638,352,July,2021,Drama+Horror+Thriller
5359,"[12, 18, 10749]",514921,en,The Aeronauts,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",4.6275,2019-11-04,6.794,1125,November,2019,Adventure+Drama+Romance
5360,"[16, 10751, 12]",77951,en,Walking with Dinosaurs,"In a time when dinosaurs rule the Earth, the smallest dinosaur of the herd, a playful Pachyrhinosaurus named Patchi, embarks on the biggest adventure of his life. As he tries to find his place in a spectacular world filled with fun-loving friends and a few dangerous foes, Patchi will discover the courage he needs to become the leader of the herd and a hero for the ages.",4.8553,2013-12-18,6.2,480,December,2013,Adventure+Animation+Family
5361,"[16, 10751, 14, 35, 12]",597316,en,My Little Pony: A New Generation,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",5.0443,2021-09-22,7.685,313,September,2021,Adventure+Animation+Comedy+Family+Fantasy
5362,[35],829051,en,About My Father,"Encouraged by his girlfriend Ellie, Sebastian and his Italian immigrant father, Salvo, spend the 4th of July weekend with her wealthy and exceedingly eccentric family. The gathering soon develops into a culture clash, allowing father and son to discover the true meaning of family.",4.4363,2023-05-25,6.08,330,May,2023,Comedy
5363,"[28, 16, 878, 12]",51859,ja,トライガン バッドランド ランブル,"In a quicksand surrounded town called Makka, rumors spread of a legendary robber named Gasback is after the town. To protect it, Mayor Kepler has hired bounty hunters. These hunters have been following Gasback from town to town in hopes of getting the bounty. Vash the Stampede is in town, along with Meryl and Milly, along with the female bounty hunter Amelia and Nicholas D. Wolfwood.",5.5471,2010-04-24,7.506,176,April,2010,Action+Adventure+Animation+Science Fiction
5364,"[12, 35]",9671,en,Crocodile Dundee,"When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",4.7542,1986-09-26,6.4,1940,September,1986,Adventure+Comedy
5366,"[16, 878, 80]",559562,ja,PSYCHO-PASS サイコパス Sinners of the System Case.2「First Guardian」,"2112; the summer before Akane Tsunemori was assigned to Division One of the Public Safety Bureau's Criminal Investigation Department. Teppei Sugo, an accomplished pilot of the Defense Army's 15th Integrated Task Force, joins the military operation in Okinawa. Three months later, an unmanned combat drone opens fire on the Ministry of Defense in Tokyo. Enforcer Tomomi Masaoka of CID Division One is dispatched to Sugo's military base to investigate the truth behind this case.",5.2626,2019-02-15,6.781,64,February,2019,Animation+Crime+Science Fiction
